;
;
Périodes;Superficie agricole utile
1990;8889,2
1991;8944,1
1992;9195,3
1993;9255,5
1994;9291,2
1995;9290,7
1996;9292,3
1997;9278
1998;9238,3
1999;9142,4
2000;9081,4
2001;9023,7
2002;8979,7
2003;8975,2
2004;9041
2005;8988.3
2006;8946.6
2007;8959.8
2008;8980.6
2009;9002.6
2010;8988.3
2011;9111.2
2012;9042.5
2013;9189.5
2014;9581.5
2015;9567.6
2016;9100
2017;9069
