Periodes,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
val,332,320,321,318,295,297,253,288,300,315,330,334,344,313,400,371,378,354,400,425,425,458,470,487,509,530,550,590,579,606,541
